"INDEX_YEAR","GENDER","AGE_DECILE","PERSON_COUNT","TOTAL_COUNT","INCIDENCE"
2000,"FEMALE",6,23,72900,0.000315500685871
2000,"FEMALE",4,0,105,0
2000,"FEMALE",5,0,397,0
2000,"FEMALE",3,0,18,0
2000,"FEMALE",8,28,60871,0.000459989157398
2000,"FEMALE",10,0,153,0
2000,"FEMALE",9,0,11326,0
2000,"FEMALE",7,44,127123,0.000346121472904
2000,"MALE",7,236,107537,0.002194593488752
2000,"MALE",8,91,40374,0.002253925793827
2000,"MALE",4,0,119,0
2000,"MALE",6,85,65341,0.001300867755314
2000,"MALE",3,0,9,0
2000,"MALE",5,0,664,0
2000,"MALE",9,0,4867,0
2000,"MALE",10,0,45,0
2001,"FEMALE",10,0,591,0
2001,"FEMALE",3,0,54,0
2001,"FEMALE",8,94,136597,0.000688155669597
2001,"FEMALE",2,0,9,0
2001,"FEMALE",7,210,255993,0.000820334931033
2001,"FEMALE",6,78,140579,0.000554848163665
2001,"FEMALE",0,0,1,0
2001,"FEMALE",4,0,999,0
2001,"FEMALE",9,0,24446,0
2001,"FEMALE",5,2,3062,0.000653167864141
2001,"MALE",5,11,6156,0.001786874593892
2001,"MALE",0,0,1,0
2001,"MALE",8,237,88993,0.002663130808041
2001,"MALE",10,0,205,0
2001,"MALE",3,0,46,0
2001,"MALE",6,308,129257,0.002382849671584
2001,"MALE",2,0,6,0
2001,"MALE",7,790,212760,0.003713103966911
2001,"MALE",9,0,10744,0
2001,"MALE",1,0,1,0
2001,"MALE",4,0,1386,0
2002,"FEMALE",4,0,926,0
2002,"FEMALE",2,0,3,0
2002,"FEMALE",8,122,184726,0.000660437621125
2002,"FEMALE",5,5,3122,0.001601537475976
2002,"FEMALE",6,134,179418,0.00074685928948
2002,"FEMALE",10,0,1074,0
2002,"FEMALE",3,0,44,0
2002,"FEMALE",1,0,1,0
2002,"FEMALE",7,291,329453,0.000883282289127
2002,"FEMALE",9,0,33991,0
2002,"MALE",9,0,14963,0
2002,"MALE",10,0,370,0
2002,"MALE",2,0,5,0
2002,"MALE",4,0,1325,0
2002,"MALE",6,378,163701,0.002309087910275
2002,"MALE",8,369,119507,0.003087685240195
2002,"MALE",5,11,5916,0.001859364435429
2002,"MALE",7,1105,272548,0.004054331714046
2002,"MALE",3,0,35,0
2003,"FEMALE",3,0,46,0
2003,"FEMALE",8,182,319931,0.000568872663167
2003,"FEMALE",10,0,2093,0
2003,"FEMALE",9,0,61602,0
2003,"FEMALE",6,135,279096,0.000483704531774
2003,"FEMALE",2,0,3,0
2003,"FEMALE",4,0,1030,0
2003,"FEMALE",7,487,553198,0.000880335792971
2003,"FEMALE",5,2,3702,0.000540248514316
2003,"FEMALE",1,0,2,0
2003,"MALE",1,0,5,0
2003,"MALE",2,0,4,0
2003,"MALE",8,552,207192,0.002664195528784
2003,"MALE",3,0,37,0
2003,"MALE",0,0,1,0
2003,"MALE",6,550,246474,0.002231472690831
2003,"MALE",10,0,633,0
2003,"MALE",9,0,26450,0
2003,"MALE",5,13,6515,0.001995395241749
2003,"MALE",4,0,1291,0
2003,"MALE",7,1433,450603,0.003180182999225
2004,"FEMALE",7,753,668245,0.001126832224708
2004,"FEMALE",10,0,2629,0
2004,"FEMALE",8,351,388295,0.000903951892246
2004,"FEMALE",1,0,2,0
2004,"FEMALE",2,0,3,0
2004,"FEMALE",6,265,349148,0.000758990456769
2004,"FEMALE",3,0,43,0
2004,"FEMALE",0,0,1,0
2004,"FEMALE",4,1,1197,0.000835421888053
2004,"FEMALE",9,0,74292,0
2004,"FEMALE",5,2,5518,0.000362450163102
2004,"MALE",5,20,7326,0.002730002730002
2004,"MALE",3,0,27,0
2004,"MALE",8,862,256581,0.003359562867086
2004,"MALE",7,2338,545623,0.004285009979418
2004,"MALE",10,0,797,0
2004,"MALE",6,787,307394,0.002560232145064
2004,"MALE",1,0,7,0
2004,"MALE",2,0,3,0
2004,"MALE",9,0,31916,0
2004,"MALE",0,0,1,0
2004,"MALE",4,0,1239,0
2005,"FEMALE",4,0,1271,0
2005,"FEMALE",8,428,438467,0.000976128192087
2005,"FEMALE",5,11,7451,0.001476311904442
2005,"FEMALE",3,0,44,0
2005,"FEMALE",6,304,380918,0.000798072026
2005,"FEMALE",7,828,723172,0.001144955833467
2005,"FEMALE",10,0,2757,0
2005,"FEMALE",2,0,8,0
2005,"FEMALE",9,0,82979,0
2005,"MALE",9,0,36399,0
2005,"MALE",7,2500,593554,0.004211916691657
2005,"MALE",8,1109,291968,0.00379836146427
2005,"MALE",1,0,1,0
2005,"MALE",4,1,1168,0.000856164383561
2005,"MALE",6,917,336753,0.002723064085546
2005,"MALE",5,23,8148,0.002822778595974
2005,"MALE",3,0,23,0
2005,"MALE",2,0,7,0
2005,"MALE",10,0,721,0
2006,"FEMALE",10,0,2129,0
2006,"FEMALE",5,6,9644,0.000622148486105
2006,"FEMALE",8,460,328442,0.00140055169558
2006,"FEMALE",9,0,61742,0
2006,"FEMALE",7,779,528317,0.001474493533238
2006,"FEMALE",6,327,309029,0.001058153118315
2006,"FEMALE",4,0,1191,0
2006,"FEMALE",2,0,5,0
2006,"FEMALE",3,0,44,0
2006,"MALE",3,0,28,0
2006,"MALE",6,957,300090,0.003189043287013
2006,"MALE",8,935,227744,0.004105486862442
2006,"MALE",10,0,580,0
2006,"MALE",5,10,20670,0.000483792936623
2006,"MALE",7,2236,447628,0.004995219244551
2006,"MALE",9,0,28515,0
2006,"MALE",2,0,7,0
2006,"MALE",4,0,1241,0
2007,"FEMALE",4,0,1081,0
2007,"FEMALE",7,848,524871,0.001615635079857
2007,"FEMALE",8,520,332812,0.001562443661887
2007,"FEMALE",3,0,52,0
2007,"FEMALE",6,397,324053,0.001225108238467
2007,"FEMALE",5,7,11369,0.00061570938517
2007,"FEMALE",10,0,2227,0
2007,"FEMALE",2,0,9,0
2007,"FEMALE",9,0,63577,0
2007,"MALE",9,0,29764,0
2007,"MALE",5,21,26613,0.000789088039679
2007,"MALE",8,1155,233665,0.004942973915648
2007,"MALE",4,1,1325,0.000754716981132
2007,"MALE",7,2312,448173,0.005158722189868
2007,"MALE",6,1150,320944,0.00358317962012
2007,"MALE",1,0,1,0
2007,"MALE",3,0,36,0
2007,"MALE",2,0,9,0
2007,"MALE",10,0,583,0
2008,"FEMALE",10,0,2577,0
2008,"FEMALE",1,0,1,0
2008,"FEMALE",8,713,360244,0.001979214088229
2008,"FEMALE",9,0,72363,0
2008,"FEMALE",5,5,8130,0.000615006150061
2008,"FEMALE",6,437,346262,0.001262050123894
2008,"FEMALE",4,0,829,0
2008,"FEMALE",7,978,549002,0.001781414275357
2008,"FEMALE",2,0,32,0
2008,"FEMALE",3,0,94,0
2008,"MALE",3,0,68,0
2008,"MALE",4,0,643,0
2008,"MALE",8,1449,253397,0.00571829974309
2008,"MALE",10,0,749,0
2008,"MALE",1,0,1,0
2008,"MALE",6,1394,325657,0.004280577417344
2008,"MALE",9,0,35012,0
2008,"MALE",5,13,8509,0.001527794100364
2008,"MALE",2,0,30,0
2008,"MALE",7,2485,464981,0.005344304390932
2009,"FEMALE",7,1443,565916,0.002549848387393
2009,"FEMALE",9,0,78028,0
2009,"FEMALE",8,1058,378973,0.002791755613196
2009,"FEMALE",3,0,33,0
2009,"FEMALE",4,0,622,0
2009,"FEMALE",6,641,392585,0.001632767426162
2009,"FEMALE",10,0,3388,0
2009,"FEMALE",1,0,2,0
2009,"FEMALE",2,0,14,0
2009,"FEMALE",5,15,9933,0.001510117789187
2009,"MALE",5,34,9711,0.003501184224075
2009,"MALE",10,0,998,0
2009,"MALE",8,2204,262146,0.008407528629084
2009,"MALE",7,3480,476605,0.007301643918968
2009,"MALE",9,0,37333,0
2009,"MALE",6,1895,376742,0.005029967457835
2009,"MALE",3,0,34,0
2009,"MALE",4,0,484,0
2009,"MALE",2,0,13,0
2009,"MALE",1,0,1,0
2010,"FEMALE",1,0,2,0
2010,"FEMALE",3,0,54,0
2010,"FEMALE",8,1439,406279,0.003541901008912
2010,"FEMALE",5,13,10527,0.001234919730217
2010,"FEMALE",10,0,2899,0
2010,"FEMALE",6,863,454728,0.001897837828328
2010,"FEMALE",7,1942,613989,0.003162923114257
2010,"FEMALE",9,0,87331,0
2010,"FEMALE",2,0,17,0
2010,"FEMALE",11,0,50,0
2010,"FEMALE",4,1,677,0.001477104874446
2010,"MALE",4,0,565,0
2010,"MALE",7,4359,529916,0.008225832018659
2010,"MALE",8,2713,286128,0.009481770396465
2010,"MALE",1,0,1,0
2010,"MALE",3,0,53,0
2010,"MALE",6,2451,441281,0.005554284004976
2010,"MALE",5,38,11411,0.003330120059591
2010,"MALE",10,0,870,0
2010,"MALE",11,0,21,0
2010,"MALE",9,0,43038,0
2010,"MALE",2,0,17,0
2011,"FEMALE",2,0,2783,0
2011,"FEMALE",5,14,14034,0.000997577312241
2011,"FEMALE",8,1729,461068,0.003749989155612
2011,"FEMALE",4,0,4094,0
2011,"FEMALE",7,2283,727098,0.003139879356015
2011,"FEMALE",6,1097,575716,0.001905453383265
2011,"FEMALE",1,0,36,0
2011,"FEMALE",3,0,3470,0
2011,"FEMALE",9,0,106523,0
2011,"FEMALE",10,0,3613,0
2011,"FEMALE",11,0,97,0
2011,"MALE",11,0,53,0
2011,"MALE",1,0,64,0
2011,"MALE",8,3075,323243,0.009512967024807
2011,"MALE",2,0,2338,0
2011,"MALE",5,35,13315,0.002628614344723
2011,"MALE",6,3047,535146,0.005693773288037
2011,"MALE",4,0,3543,0
2011,"MALE",7,5032,619498,0.008122705803731
2011,"MALE",10,0,949,0
2011,"MALE",3,0,3301,0
2011,"MALE",9,0,51760,0
2012,"FEMALE",9,0,101942,0
2012,"FEMALE",4,1,646,0.001547987616099
2012,"FEMALE",8,2167,411080,0.005271480003892
2012,"FEMALE",11,0,110,0
2012,"FEMALE",1,0,4,0
2012,"FEMALE",6,1375,530286,0.002592940413286
2012,"FEMALE",2,0,46,0
2012,"FEMALE",5,13,9518,0.001365833158226
2012,"FEMALE",3,0,62,0
2012,"FEMALE",7,2660,643020,0.004136729806226
2012,"FEMALE",10,0,3604,0
2012,"MALE",10,0,951,0
2012,"MALE",2,0,54,0
2012,"MALE",8,3616,292436,0.012365098688259
2012,"MALE",9,0,50610,0
2012,"MALE",4,1,502,0.001992031872509
2012,"MALE",6,3934,500444,0.007861019414759
2012,"MALE",11,0,68,0
2012,"MALE",1,0,6,0
2012,"MALE",7,5890,558128,0.010553134764785
2012,"MALE",5,26,9229,0.00281720663127
2012,"MALE",3,0,57,0
2013,"FEMALE",3,0,48,0
2013,"FEMALE",11,0,95,0
2013,"FEMALE",8,2130,418632,0.005088000917273
2013,"FEMALE",10,0,3841,0
2013,"FEMALE",2,0,40,0
2013,"FEMALE",6,1572,579377,0.002713259242255
2013,"FEMALE",9,0,108006,0
2013,"FEMALE",4,0,712,0
2013,"FEMALE",5,23,9787,0.002350056196996
2013,"FEMALE",1,0,1,0
2013,"FEMALE",7,2827,686708,0.004116742487345
2013,"MALE",7,6578,594213,0.01107010449115
2013,"MALE",9,0,53994,0
2013,"MALE",8,3882,299000,0.012983277591973
2013,"MALE",3,0,72,0
2013,"MALE",11,0,82,0
2013,"MALE",6,4416,539425,0.008186494878806
