"INDEX_YEAR","GENDER","AGE_DECILE","PERSON_COUNT","TOTAL_COUNT","INCIDENCE"
2006,"FEMALE",6,3864,173127,0.022318875738619
2006,"FEMALE",4,6630,265967,0.024927904589667
2006,"FEMALE",2,5777,665814,0.008676597368033
2006,"FEMALE",3,7305,395152,0.018486557071709
2006,"FEMALE",8,468,163708,0.002858748503432
2006,"FEMALE",0,0,1134149,0
2006,"FEMALE",1,731,851593,0.000858391273765
2006,"FEMALE",9,13,21657,0.000600267811792
2006,"FEMALE",7,1529,169314,0.009030558607085
2006,"FEMALE",5,6356,193746,0.032805838572151
2006,"MALE",5,1764,143363,0.012304430013322
2006,"MALE",0,0,1191067,0
2006,"MALE",2,725,149694,0.00484321348885
2006,"MALE",6,933,107691,0.008663676630359
2006,"MALE",4,2023,163761,0.012353368628672
2006,"MALE",8,52,43504,0.001195292386906
2006,"MALE",3,1321,130200,0.010145929339477
2006,"MALE",7,268,79477,0.003372044742504
2006,"MALE",1,244,828378,0.000294551521165
2006,"MALE",9,0,4338,0
2007,"FEMALE",9,9,9892,0.000909826122118
2007,"FEMALE",8,342,131886,0.00259314862836
2007,"FEMALE",2,3408,453074,0.007521950056723
2007,"FEMALE",5,3796,143636,0.026427915007379
2007,"FEMALE",0,0,739465,0
2007,"FEMALE",4,3629,177092,0.020492173559505
2007,"FEMALE",6,2307,128833,0.017906902734547
2007,"FEMALE",1,512,548681,0.00093314694695
2007,"FEMALE",3,3622,257132,0.014086150304123
2007,"FEMALE",7,1006,124943,0.008051671562232
2007,"MALE",7,149,57145,0.002607402222416
2007,"MALE",4,1159,112205,0.010329307963103
2007,"MALE",2,528,97432,0.005419164134986
2007,"MALE",9,3,2019,0.00148588410104
2007,"MALE",8,36,34215,0.001052170100832
2007,"MALE",0,0,779610,0
2007,"MALE",5,1040,105431,0.009864271419222
2007,"MALE",3,806,86183,0.00935219242774
2007,"MALE",6,560,75816,0.007386303682599
2007,"MALE",1,182,530323,0.000343187076555
2008,"FEMALE",1,693,686418,0.001009588909381
2008,"FEMALE",0,0,975100,0
2008,"FEMALE",2,5174,488866,0.010583677326711
2008,"FEMALE",7,1218,126162,0.009654254054311
2008,"FEMALE",4,4337,187908,0.023080443621346
2008,"FEMALE",8,488,132279,0.003689172128606
2008,"FEMALE",9,13,10583,0.001228385145988
2008,"FEMALE",6,2820,136841,0.020607858755782
2008,"FEMALE",5,4488,156133,0.028744724049368
2008,"FEMALE",3,5108,282238,0.018098200809246
2008,"MALE",3,1015,93721,0.010830016751848
