"INDEX_YEAR","GENDER","AGE_DECILE","PERSON_COUNT","TOTAL_COUNT","INCIDENCE"
2000,"FEMALE",6,2685,72900,0.036831275720164
2000,"FEMALE",4,1,105,0.009523809523809
2000,"FEMALE",5,14,397,0.035264483627204
2000,"FEMALE",3,0,18,0
2000,"FEMALE",8,5117,60871,0.084063018514563
2000,"FEMALE",10,6,153,0.039215686274509
2000,"FEMALE",9,957,11326,0.084495850256048
2000,"FEMALE",7,7721,127123,0.060736452097574
2000,"MALE",7,6352,107537,0.059068041697276
2000,"MALE",8,3252,40374,0.080546886610194
2000,"MALE",4,2,119,0.016806722689075
2000,"MALE",6,2181,65341,0.033378736168714
2000,"MALE",3,0,9,0
2000,"MALE",5,13,664,0.019578313253012
2000,"MALE",9,360,4867,0.073967536470104
2000,"MALE",10,0,45,0
2001,"FEMALE",10,12,591,0.020304568527918
2001,"FEMALE",3,0,54,0
2001,"FEMALE",8,6749,136597,0.049408112916096
2001,"FEMALE",2,0,9,0
2001,"FEMALE",7,9432,255993,0.036844757473837
2001,"FEMALE",6,3505,140579,0.02493260017499
2001,"FEMALE",0,0,1,0
2001,"FEMALE",4,16,999,0.016016016016016
2001,"FEMALE",9,1041,24446,0.042583653767487
2001,"FEMALE",5,58,3062,0.018941868060091
2001,"MALE",5,135,6156,0.021929824561403
2001,"MALE",0,0,1,0
2001,"MALE",8,4413,88993,0.049588169856056
2001,"MALE",10,3,205,0.014634146341463
2001,"MALE",3,0,46,0
2001,"MALE",6,3203,129257,0.024780089279497
2001,"MALE",2,0,6,0
2001,"MALE",7,7777,212760,0.036552923481857
2001,"MALE",9,453,10744,0.042163067758749
2001,"MALE",1,0,1,0
2001,"MALE",4,14,1386,0.01010101010101
2002,"FEMALE",4,4,926,0.004319654427645
2002,"FEMALE",2,0,3,0
2002,"FEMALE",8,5260,184726,0.028474605632125
2002,"FEMALE",5,25,3122,0.008007687379884
2002,"FEMALE",6,3308,179418,0.018437392011949
2002,"FEMALE",10,16,1074,0.014897579143389
2002,"FEMALE",3,0,44,0
2002,"FEMALE",1,0,1,0
2002,"FEMALE",7,7511,329453,0.022798396129341
2002,"FEMALE",9,776,33991,0.022829572533906
