"INDEX_YEAR","GENDER","AGE_DECILE","PERSON_COUNT","TOTAL_COUNT","INCIDENCE"
2006,"FEMALE",6,6390,173127,0.036909320903152
2006,"FEMALE",4,2252,265967,0.008467215857606
2006,"FEMALE",2,227,665814,0.000340936057217
2006,"FEMALE",3,681,395152,0.001723387455966
2006,"FEMALE",8,11066,163708,0.067595963544848
2006,"FEMALE",0,55,1134149,4.849450998e-05
2006,"FEMALE",1,33,851593,3.8750905655e-05
2006,"FEMALE",9,1317,21657,0.060811746779332
2006,"FEMALE",7,7506,169314,0.044331833162053
2006,"FEMALE",5,4828,193746,0.02491922413882
2006,"MALE",5,3411,143363,0.0237927498727
2006,"MALE",0,74,1191067,6.2129166537e-05
2006,"MALE",2,168,149694,0.001122289470519
2006,"MALE",6,3625,107691,0.033661123027922
2006,"MALE",4,1811,163761,0.011058799103571
2006,"MALE",8,2346,43504,0.053926075763148
2006,"MALE",3,557,130200,0.004278033794162
2006,"MALE",7,2988,79477,0.03759578242762
2006,"MALE",1,40,828378,4.8287134617e-05
2006,"MALE",9,213,4338,0.049100968188105
2007,"FEMALE",9,104,9892,0.01051354630004
2007,"FEMALE",8,2965,131886,0.022481537085058
2007,"FEMALE",2,100,453074,0.000220714496969
2007,"FEMALE",5,1525,143636,0.010617115486368
2007,"FEMALE",0,37,739465,5.0036174802e-05
2007,"FEMALE",4,776,177092,0.004381903191561
2007,"FEMALE",6,1755,128833,0.013622286215488
2007,"FEMALE",1,13,548681,2.3693184199e-05
2007,"FEMALE",3,267,257132,0.001038377175925
2007,"FEMALE",7,1883,124943,0.015070872317776
2007,"MALE",7,794,57145,0.013894478957039
2007,"MALE",4,709,112205,0.006318791497705
2007,"MALE",2,81,97432,0.000831349043435
2007,"MALE",9,31,2019,0.015354135710747
2007,"MALE",8,697,34215,0.020371182230016
2007,"MALE",0,35,779610,4.4894241992e-05
2007,"MALE",5,1280,105431,0.012140641746734
2007,"MALE",3,234,86183,0.002715152640311
2007,"MALE",6,1079,75816,0.014231824417009
2007,"MALE",1,17,530323,3.2055935722e-05
2008,"FEMALE",1,12,686418,1.7482059036e-05
2008,"FEMALE",0,59,975100,6.0506614706e-05
2008,"FEMALE",2,114,488866,0.000233192735841
2008,"FEMALE",7,1445,126162,0.011453528003677
2008,"FEMALE",4,682,187908,0.00362943568129
2008,"FEMALE",8,2341,132279,0.01769744252678
2008,"FEMALE",9,71,10583,0.0067088727204
2008,"FEMALE",6,1463,136841,0.010691240198478
2008,"FEMALE",5,1375,156133,0.00880659437787
2008,"FEMALE",3,287,282238,0.001016872285092
2008,"MALE",3,227,93721,0.002422082564206
2008,"MALE",8,575,35271,0.016302344702446
2008,"MALE",2,65,107974,0.000601996777001
2008,"MALE",1,29,671361,4.3195836517e-05
2008,"MALE",0,59,1023497,5.7645503601e-05
2008,"MALE",4,646,117712,0.005487970640206
2008,"MALE",7,689,58610,0.011755673093328
2008,"MALE",5,1204,115991,0.010380115698631
2008,"MALE",9,16,2160,0.007407407407407
2008,"MALE",6,913,80771,0.011303561921976
2009,"FEMALE",6,2173,151839,0.014311211217144
2009,"FEMALE",4,997,212875,0.0046834997064
2009,"FEMALE",2,142,567450,0.000250242312097
2009,"FEMALE",3,374,333197,0.001122459085766
2009,"FEMALE",8,3528,141389,0.02495243618669
2009,"FEMALE",0,74,1149899,6.4353478001e-05
2009,"FEMALE",1,26,805886,3.2262627716e-05
2009,"FEMALE",9,167,10922,0.015290239882805
2009,"FEMALE",7,2144,133701,0.016035781332974
2009,"FEMALE",5,2040,178748,0.011412715107301
2009,"MALE",5,1778,137765,0.012906035640402
2009,"MALE",0,73,1206413,6.0509958032e-05
2009,"MALE",2,90,132368,0.000679922639912
2009,"MALE",6,1399,91800,0.015239651416122
2009,"MALE",4,868,134989,0.006430153568068
2009,"MALE",8,919,38488,0.023877572230305
2009,"MALE",3,287,114039,0.002516682889187
2009,"MALE",7,992,63618,0.015593071143387
2009,"MALE",1,18,796082,2.2610736079e-05
2009,"MALE",9,29,2331,0.012441012441012
2010,"FEMALE",9,157,14733,0.010656349691169
2010,"FEMALE",8,2440,144162,0.016925403365658
2010,"FEMALE",2,150,535095,0.000280324054607
2010,"FEMALE",5,1537,179415,0.008566730763871
2010,"FEMALE",0,61,1137746,5.3614778694e-05
2010,"FEMALE",4,747,202546,0.003688051109377
2010,"FEMALE",6,1618,158209,0.010226978237647
2010,"FEMALE",1,26,818100,3.1780955873e-05
2010,"FEMALE",3,303,324450,0.000933888118354
2010,"FEMALE",7,1570,140317,0.011188950732983
2010,"MALE",7,825,68060,0.012121657361151
2010,"MALE",4,638,127363,0.005009304115009
2010,"MALE",2,73,122930,0.000593833889205
2010,"MALE",9,48,3078,0.015594541910331
2010,"MALE",8,679,40402,0.016806098707984
2010,"MALE",0,46,1190834,3.8628389851e-05
2010,"MALE",5,1359,140170,0.009695369907968
2010,"MALE",3,221,111367,0.001984429858036
2010,"MALE",6,1086,97119,0.011182157971148
2010,"MALE",1,16,815862,1.961115973e-05
2011,"FEMALE",1,27,761156,3.5472360462e-05
2011,"FEMALE",0,46,1042946,4.4105830982e-05
2011,"FEMALE",2,130,503218,0.000258337340874
2011,"FEMALE",7,1293,130991,0.00987090716156
2011,"FEMALE",4,721,183543,0.003928234800564
2011,"FEMALE",8,2005,132544,0.01512705214872
2011,"FEMALE",9,102,12730,0.008012568735271
2011,"FEMALE",6,1480,153166,0.009662718880169
2011,"FEMALE",5,1423,169517,0.008394438315921
2011,"FEMALE",3,316,312929,0.001009813727714
2011,"MALE",3,265,98470,0.00269117497715
2011,"MALE",8,585,36402,0.016070545574418
2011,"MALE",2,60,99623,0.000602270560011
2011,"MALE",1,17,760356,2.2357948119e-05
2011,"MALE",0,51,1091369,4.6730299284e-05
2011,"MALE",4,660,109541,0.006025141271304
2011,"MALE",7,648,63639,0.010182435299109
2011,"MALE",5,1363,133651,0.010198202781872
2011,"MALE",9,29,2471,0.011736139214892
2011,"MALE",6,1001,95408,0.010491782659735
2012,"FEMALE",6,3049,220350,0.0138370773769
2012,"FEMALE",4,1242,280901,0.004421486573561
2012,"FEMALE",2,194,710969,0.00027286703077
2012,"FEMALE",3,518,462345,0.001120375477186
2012,"FEMALE",8,5299,179552,0.029512341828551
2012,"FEMALE",0,83,1354310,6.1285820823e-05
2012,"FEMALE",1,28,1008774,2.7756464778e-05
2012,"FEMALE",9,284,14397,0.019726331874696
2012,"FEMALE",7,3197,178966,0.017863728305935
2012,"FEMALE",5,2505,258035,0.009707985350824
2012,"MALE",5,2881,207580,0.013878986414876
2012,"MALE",0,88,1418439,6.204003133e-05
2012,"MALE",2,129,176693,0.000730079856021
2012,"MALE",6,2349,142481,0.016486408714144
2012,"MALE",4,1274,170410,0.007476087084091
2012,"MALE",8,1311,49097,0.026702242499541
2012,"MALE",3,424,163230,0.002597561722722
2012,"MALE",7,1623,88174,0.018406786581078
2012,"MALE",1,33,1011907,3.2611692576e-05
2012,"MALE",9,49,2871,0.017067223963775
2013,"FEMALE",9,130,14012,0.009277761918355
2013,"FEMALE",8,3348,176382,0.018981528727421
2013,"FEMALE",2,181,722363,0.000250566543413
2013,"FEMALE",5,2456,272074,0.009026955901703
2013,"FEMALE",0,72,1391382,5.1747111864e-05
2013,"FEMALE",4,1139,287341,0.003963931356819
2013,"FEMALE",6,2435,230387,0.010569172739781
2013,"FEMALE",1,24,1049964,2.2857926557e-05
2013,"FEMALE",3,500,484506,0.00103197896414
2013,"FEMALE",7,2082,182308,0.0114202338899
2013,"MALE",7,1034,91479,0.011303140611506
2013,"MALE",4,930,171865,0.005411223925755
2013,"MALE",2,129,184055,0.000700877455108
2013,"MALE",9,22,2850,0.007719298245614
2013,"MALE",8,909,49415,0.01839522412223
2013,"MALE",0,76,1455306,5.2222694058e-05
2013,"MALE",5,2070,219599,0.009426272432934
2013,"MALE",3,357,171922,0.002076523074417
2013,"MALE",6,1657,151528,0.010935272688875
2013,"MALE",1,23,1060828,2.1681177344e-05
2014,"FEMALE",1,25,1370344,1.8243594309e-05
2014,"FEMALE",0,102,1759509,5.7970717967e-05
2014,"FEMALE",2,291,1022044,0.000284723553976
2014,"FEMALE",7,4754,235173,0.020214905622669
2014,"FEMALE",4,2153,479557,0.004489560156561
2014,"FEMALE",8,6028,225415,0.026741787369962
2014,"FEMALE",9,629,21360,0.029447565543071
2014,"FEMALE",6,5701,343222,0.016610240602292
2014,"FEMALE",5,5212,456690,0.011412555562854
2014,"FEMALE",3,878,762973,0.001150761560369
2014,"MALE",3,706,351090,0.002010880401036
2014,"MALE",8,1598,64889,0.024626670159811
2014,"MALE",2,209,374140,0.000558614422408
2014,"MALE",1,27,1394988,1.9355005204e-05
2014,"MALE",0,119,1841149,6.46335522e-05
2014,"MALE",4,2120,317457,0.006678069785829
2014,"MALE",7,2288,118951,0.019234810972585
2014,"MALE",5,4958,378040,0.013115014284202
2014,"MALE",9,125,4436,0.028178539224526
2014,"MALE",6,4138,234853,0.017619532218025
2015,"FEMALE",6,1480,384738,0.00384677364856
2015,"FEMALE",4,669,550638,0.001214954289387
2015,"FEMALE",2,92,1165728,7.8920640149e-05
2015,"FEMALE",3,300,895124,0.000335149096661
2015,"FEMALE",8,1177,168853,0.006970560191409
2015,"FEMALE",0,62,1852405,3.347000251e-05
2015,"FEMALE",1,18,1532181,1.1747959281e-05
2015,"FEMALE",9,588,73982,0.007947879213862
2015,"FEMALE",7,1185,240410,0.004929079489205
2015,"FEMALE",5,1468,514863,0.00285124392314
2015,"MALE",5,1543,434466,0.003551486192245
2015,"MALE",3,252,412187,0.000611372993325
2015,"MALE",4,667,360478,0.001850320962721
2015,"MALE",6,1237,274838,0.004500833218113
2015,"MALE",9,142,13013,0.010912164758318
2015,"MALE",1,12,1593536,7.530422908e-06
2015,"MALE",8,371,57805,0.006418129919557
2015,"MALE",2,70,462349,0.00015140078166
2015,"MALE",7,671,123825,0.005418938017363
2015,"MALE",0,38,1956050,1.9426906265e-05
