"INDEX_YEAR","GENDER","AGE_DECILE","PERSON_COUNT","TOTAL_COUNT","INCIDENCE"
2000,"FEMALE",6,391,418203,0.000934952642616
2000,"FEMALE",4,112,1158507,9.6676153014e-05
2000,"FEMALE",2,3,980195,3.060615489e-06
2000,"FEMALE",3,18,1220943,1.4742702976e-05
2000,"FEMALE",0,0,909676,0
2000,"FEMALE",1,1,917722,1.089654601e-06
2000,"FEMALE",7,692,617931,0.001119866133921
2000,"FEMALE",5,264,758014,0.000348278527837
2000,"MALE",5,534,718554,0.000743159178015
2000,"MALE",0,0,955957,0
2000,"MALE",4,156,1095264,0.000142431413796
2000,"MALE",6,662,397610,0.001664948064686
2000,"MALE",3,20,1174440,1.7029392731e-05
2000,"MALE",2,5,894173,5.591759089e-06
2000,"MALE",7,887,437298,0.00202836509657
2000,"MALE",1,2,954567,2.095190803e-06
2001,"FEMALE",1,2,1091073,1.833057916e-06
2001,"FEMALE",3,48,1452282,3.3051432159e-05
2001,"FEMALE",0,0,1070605,0
2001,"FEMALE",5,555,919649,0.000603491114544
2001,"FEMALE",6,738,435949,0.001692858568318
2001,"FEMALE",4,240,1390737,0.000172570370961
2001,"FEMALE",7,1332,496271,0.002684017401782
2001,"FEMALE",2,11,1175947,9.35416307e-06
2001,"MALE",2,8,1075418,7.438967917e-06
2001,"MALE",6,1376,427545,0.00321837467401
2001,"MALE",3,49,1404795,3.488053417e-05
2001,"MALE",1,1,1137669,8.78990286e-07
2001,"MALE",5,1093,875861,0.001247914908872
2001,"MALE",0,0,1124711,0
2001,"MALE",7,1651,367892,0.004487730094701
2001,"MALE",4,335,1329518,0.000251971015059
2002,"FEMALE",4,226,1440235,0.000156918836162
2002,"FEMALE",5,615,976096,0.000630060977608
2002,"FEMALE",6,568,447330,0.001269756108465
2002,"FEMALE",2,4,1166317,3.429599328e-06
2002,"FEMALE",1,3,1100407,2.726264009e-06
2002,"FEMALE",3,55,1444712,3.8069871365e-05
2002,"FEMALE",7,906,550100,0.001646973277585
2002,"FEMALE",0,2,1055522,1.894797076e-06
2002,"MALE",0,0,1108572,0
2002,"MALE",1,5,1149919,4.348132346e-06
2002,"MALE",5,1120,932630,0.001200904967672
2002,"MALE",4,351,1387327,0.000253004518761
2002,"MALE",2,9,1067264,8.432777644e-06
2002,"MALE",6,1215,446804,0.002719313166399
2002,"MALE",7,1146,402748,0.002845451746501
2002,"MALE",3,47,1403581,3.3485776738e-05
2003,"FEMALE",3,41,1458432,2.811238371e-05
2003,"FEMALE",2,11,1183821,9.291945319e-06
2003,"FEMALE",1,3,1113177,2.694989206e-06
2003,"FEMALE",0,0,1052527,0
2003,"FEMALE",4,223,1495704,0.00014909367094
2003,"FEMALE",5,531,1037735,0.000511691327747
2003,"FEMALE",7,864,500372,0.001726715323799
2003,"FEMALE",6,618,459499,0.00134494307931
2003,"MALE",6,1218,461230,0.002640764911215
2003,"MALE",4,334,1442771,0.00023149896969
2003,"MALE",2,3,1080715,2.775940002e-06
2003,"MALE",3,43,1409496,3.0507358658e-05
2003,"MALE",0,1,1104738,9.05192e-07
2003,"MALE",1,5,1161122,4.306179712e-06
2003,"MALE",7,1046,371993,0.002811880868726
2003,"MALE",5,1101,988449,0.001113866269276
2004,"FEMALE",5,596,1106129,0.000538815997049
2004,"FEMALE",0,0,1055703,0
2004,"FEMALE",4,217,1535726,0.000141301247748
2004,"FEMALE",6,628,494538,0.00126987208263
2004,"FEMALE",3,57,1465043,3.8906707857e-05
2004,"FEMALE",2,10,1214871,8.231326618e-06
2004,"FEMALE",7,928,501013,0.001852247346875
2004,"FEMALE",1,6,1129731,5.310998812e-06
2004,"MALE",1,3,1178243,2.546164076e-06
2004,"MALE",3,51,1425547,3.577574082e-05
2004,"MALE",0,1,1108359,9.02234745e-07
2004,"MALE",5,1170,1054440,0.001109593717992
2004,"MALE",6,1283,495230,0.002590715425155
2004,"MALE",4,343,1492406,0.000229830220462
2004,"MALE",7,1158,375313,0.003085424698851
2004,"MALE",2,10,1117617,8.947609064e-06
2005,"FEMALE",2,5,1263761,3.956444296e-06
2005,"FEMALE",6,575,578556,0.000993853663258
2005,"FEMALE",3,26,1469120,1.7697669353e-05
2005,"FEMALE",1,5,1154256,4.331794679e-06
2005,"FEMALE",5,483,1197233,0.000403430242901
2005,"FEMALE",0,2,1070613,1.868088655e-06
2005,"FEMALE",7,1178,670864,0.001755944572968
2005,"FEMALE",4,188,1567490,0.000119936969294
2005,"MALE",4,280,1527660,0.000183286857023
2005,"MALE",5,946,1142649,0.000827900781429
2005,"MALE",6,1135,566823,0.002002388752749
2005,"MALE",2,8,1179446,6.782845505e-06
2005,"MALE",1,5,1204037,4.152696304e-06
2005,"MALE",3,39,1440151,2.7080493642e-05
2005,"MALE",7,1344,494439,0.002718232178286
2005,"MALE",0,1,1122397,8.9095035e-07
2006,"FEMALE",0,0,1069133,0
