"INDEX_YEAR","GENDER","AGE_DECILE","PERSON_COUNT","TOTAL_COUNT","INCIDENCE"
2000,"FEMALE",6,259,129775,0.001995761895588
2000,"FEMALE",4,59,318204,0.000185415645309
2000,"FEMALE",2,2,206896,9.666692444e-06
2000,"FEMALE",3,8,265876,3.0089214521e-05
2000,"FEMALE",8,2,622,0.003215434083601
2000,"FEMALE",0,0,192189,0
2000,"FEMALE",10,0,2,0
2000,"FEMALE",1,0,244908,0
2000,"FEMALE",9,1,151,0.006622516556291
2000,"FEMALE",7,8,1633,0.004898958971218
2000,"FEMALE",5,251,297156,0.000844674177872
2000,"MALE",5,437,260556,0.0016771826402
2000,"MALE",10,0,2,0
2000,"MALE",2,0,196261,0
2000,"MALE",6,447,115705,0.003863272978695
2000,"MALE",4,106,271189,0.000390871311152
2000,"MALE",0,0,201986,0
2000,"MALE",3,6,236675,2.5351220027e-05
2000,"MALE",8,3,241,0.012448132780082
2000,"MALE",7,16,1613,0.009919404835709
2000,"MALE",1,0,257420,0
2000,"MALE",9,1,41,0.024390243902439
2001,"FEMALE",9,0,153,0
2001,"FEMALE",3,19,388427,4.8915240186e-05
2001,"FEMALE",2,1,337458,2.963331733e-06
2001,"FEMALE",5,486,534668,0.000908975289338
2001,"FEMALE",10,0,3,0
2001,"FEMALE",0,0,288268,0
2001,"FEMALE",6,475,237772,0.001997712093938
2001,"FEMALE",4,98,515927,0.000189949353299
2001,"FEMALE",1,0,394663,0
2001,"FEMALE",8,1,624,0.001602564102564
2001,"FEMALE",7,7,1644,0.004257907542579
2001,"MALE",7,12,1657,0.007242003621001
2001,"MALE",6,808,214189,0.00377236926266
2001,"MALE",2,2,317974,6.289822438e-06
2001,"MALE",9,0,29,0
2001,"MALE",3,9,340750,2.6412325752e-05
2001,"MALE",0,0,303310,0
2001,"MALE",5,768,472622,0.00162497725455
2001,"MALE",10,0,3,0
2001,"MALE",8,0,241,0
2001,"MALE",4,133,435375,0.000305483778351
2001,"MALE",1,0,412617,0
2002,"FEMALE",1,2,743748,2.689082861e-06
2002,"FEMALE",5,831,913471,0.000909716893037
2002,"FEMALE",2,9,687506,1.3090794843e-05
2002,"FEMALE",7,4,1711,0.002337814143775
2002,"FEMALE",6,821,391641,0.002096307587816
2002,"FEMALE",0,0,593254,0
2002,"FEMALE",9,1,177,0.005649717514124
2002,"FEMALE",3,25,794373,3.147136169e-05
2002,"FEMALE",4,233,953389,0.000244391324003
2002,"FEMALE",10,0,3,0
2002,"FEMALE",8,4,597,0.006700167504187
2002,"MALE",8,1,273,0.003663003663003
2002,"MALE",9,0,28,0
2002,"MALE",2,8,627072,1.2757705654e-05
2002,"MALE",1,6,774250,7.749434937e-06
2002,"MALE",5,1496,791334,0.001890478609537
2002,"MALE",0,0,621455,0
2002,"MALE",7,13,1776,0.007319819819819
2002,"MALE",6,1314,355380,0.003697450616241
2002,"MALE",10,0,1,0
2002,"MALE",3,23,711490,3.2326526022e-05
2002,"MALE",4,300,811116,0.0003698607844
2003,"FEMALE",4,316,1517659,0.000208215415979
2003,"FEMALE",7,5,1521,0.003287310979618
2003,"FEMALE",2,13,1072026,1.2126571557e-05
2003,"FEMALE",8,2,602,0.003322259136212
2003,"FEMALE",9,1,178,0.005617977528089
2003,"FEMALE",0,1,935022,1.069493552e-06
2003,"FEMALE",1,2,1152451,1.735431701e-06
2003,"FEMALE",5,1091,1367922,0.0007975600948
2003,"FEMALE",3,52,1266151,4.1069351127e-05
2003,"FEMALE",6,919,575268,0.00159751628806
2003,"FEMALE",10,0,2,0
2003,"MALE",10,0,1,0
2003,"MALE",9,0,23,0
2003,"MALE",8,2,300,0.006666666666666
2003,"MALE",7,12,1586,0.007566204287515
2003,"MALE",4,398,1321902,0.000301081320703
2003,"MALE",1,3,1202618,2.494557706e-06
2003,"MALE",2,9,969251,9.285520468e-06
2003,"MALE",0,0,981283,0
2003,"MALE",6,1725,524202,0.003290716174299
2003,"MALE",5,1828,1201508,0.001521421413756
2003,"MALE",3,45,1141950,3.9406278733e-05
2004,"FEMALE",3,53,1529604,3.4649490979e-05
2004,"FEMALE",2,14,1324628,1.0569005033e-05
2004,"FEMALE",4,367,1846298,0.000198776145562
2004,"FEMALE",1,4,1407775,2.841363143e-06
2004,"FEMALE",5,1188,1745171,0.000680735584077
2004,"FEMALE",0,0,1150044,0
2004,"FEMALE",6,1161,723832,0.001603963350611
2004,"MALE",6,2076,668948,0.003103380232843
2004,"MALE",4,489,1622922,0.000301308380809
2004,"MALE",3,48,1382007,3.4732096147e-05
2004,"MALE",2,7,1179096,5.936751545e-06
2004,"MALE",0,1,1203137,8.31160541e-07
2004,"MALE",1,1,1469856,6.80338754e-07
2004,"MALE",5,2181,1526286,0.001428958923818
2005,"FEMALE",5,963,1946500,0.000494734138196
2005,"FEMALE",3,48,1711139,2.8051490849e-05
2005,"FEMALE",6,885,807134,0.001096472209075
2005,"FEMALE",4,300,2035079,0.000147414424698
2005,"FEMALE",1,4,1581940,2.528540905e-06
2005,"FEMALE",2,12,1500895,7.995229513e-06
2005,"FEMALE",0,1,1307852,7.64612509e-07
2005,"MALE",0,1,1365148,7.32521309e-07
2005,"MALE",6,1590,743412,0.002138787105938
2005,"MALE",5,1714,1706725,0.001004262549619
2005,"MALE",3,35,1558014,2.2464496467e-05
2005,"MALE",2,11,1342263,8.195115264e-06
2005,"MALE",4,386,1808406,0.000213447643947
2005,"MALE",1,7,1649087,4.244773016e-06
2006,"FEMALE",1,3,1695416,1.769477225e-06
2006,"FEMALE",5,974,2009282,0.000484750273978
2006,"FEMALE",0,0,1413504,0
2006,"FEMALE",6,815,835730,0.000975195338207
2006,"FEMALE",4,289,2102622,0.000137447434679
2006,"FEMALE",3,46,1808919,2.5429552124e-05
2006,"FEMALE",2,16,1619918,9.877043158e-06
2006,"MALE",2,16,1484841,1.0775564521e-05
2006,"MALE",0,3,1475973,2.032557506e-06
2006,"MALE",1,5,1769657,2.825406279e-06
2006,"MALE",5,1779,1807649,0.000984151237325
2006,"MALE",3,46,1677540,2.7421104712e-05
2006,"MALE",6,1576,791930,0.001990074880355
2006,"MALE",4,414,1918011,0.000215848605664
2007,"FEMALE",4,415,2226070,0.0001864272013
2007,"FEMALE",1,11,1816126,6.056848478e-06
2007,"FEMALE",2,19,1756855,1.0814779819e-05
2007,"FEMALE",0,1,1512208,6.6128469e-07
2007,"FEMALE",6,1145,948894,0.001206667973451
2007,"FEMALE",5,1253,2169004,0.000577684504039
2007,"FEMALE",3,69,1939810,3.5570494017e-05
2007,"MALE",3,66,1776156,3.7158898204e-05
2007,"MALE",2,21,1605084,1.3083427409e-05
2007,"MALE",4,521,2014508,0.000258623941925
2007,"MALE",1,7,1896156,3.691679376e-06
2007,"MALE",5,2211,1919304,0.001151980092783
2007,"MALE",0,0,1577801,0
2007,"MALE",6,2112,870681,0.002425687479111
2008,"FEMALE",6,1167,1112381,0.001049100982487
2008,"FEMALE",4,465,2583761,0.000179970206222
2008,"FEMALE",3,101,2305092,4.3816038578e-05
2008,"FEMALE",2,29,2105063,1.3776309782e-05
2008,"FEMALE",0,1,1790685,5.58445511e-07
2008,"FEMALE",1,8,2125483,3.763850381e-06
