"INDEX_YEAR","GENDER","AGE_DECILE","PERSON_COUNT","TOTAL_COUNT","INCIDENCE"
2000,"FEMALE",6,1491,418203,0.003565254194733
2000,"FEMALE",4,1373,1158507,0.001185146054361
2000,"FEMALE",2,399,980195,0.00040706186014
2000,"FEMALE",3,867,1220943,0.000710106860025
2000,"FEMALE",0,37,909676,4.0673822327e-05
2000,"FEMALE",1,102,917722,0.000111144769331
2000,"FEMALE",7,2582,617931,0.004178460054601
2000,"FEMALE",5,1721,758014,0.002270406615181
2000,"MALE",5,1360,718554,0.001892690041388
2000,"MALE",0,39,955957,4.0796814082e-05
2000,"MALE",4,1032,1095264,0.000942238583574
2000,"MALE",6,1327,397610,0.003337441211237
2000,"MALE",3,499,1174440,0.000424883348659
2000,"MALE",2,206,894173,0.000230380474471
2000,"MALE",7,1833,437298,0.004191649630229
2000,"MALE",1,58,954567,6.0760533309e-05
2001,"FEMALE",1,208,1091073,0.000190638023303
2001,"FEMALE",3,2175,1452282,0.001497643019744
2001,"FEMALE",0,74,1070605,6.911979675e-05
2001,"FEMALE",5,3627,919649,0.003943895986403
2001,"FEMALE",6,2613,435949,0.005993820378071
2001,"FEMALE",4,3076,1390737,0.002211776921157
2001,"FEMALE",7,4097,496271,0.008255570041368
2001,"FEMALE",2,974,1175947,0.000828268620949
2001,"MALE",2,424,1075418,0.000394265299632
2001,"MALE",6,2336,427545,0.005463752353553
2001,"MALE",3,1237,1404795,0.000880555525895
2001,"MALE",1,156,1137669,0.000137122484659
2001,"MALE",5,2941,875861,0.003357838743818
2001,"MALE",0,113,1124711,0.000100470254136
2001,"MALE",7,2836,367892,0.007708784099681
2001,"MALE",4,2286,1329518,0.001719420120675
2002,"FEMALE",4,3302,1440235,0.002292681402687
2002,"FEMALE",5,3686,976096,0.003776267908074
2002,"FEMALE",6,2386,447330,0.005333869849998
2002,"FEMALE",2,1121,1166317,0.000961145211807
2002,"FEMALE",1,179,1100407,0.000162667085905
2002,"FEMALE",3,2298,1444712,0.001590628443592
2002,"FEMALE",7,3070,550100,0.005580803490274
2002,"FEMALE",0,87,1055522,8.2423672836e-05
2002,"MALE",0,122,1108572,0.000110051489664
2002,"MALE",1,183,1149919,0.000159141643889
2002,"MALE",5,2965,932630,0.003179181454596
2002,"MALE",4,2400,1387327,0.001729945427429
2002,"MALE",2,437,1067264,0.000409458203406
2002,"MALE",6,2290,446804,0.005125289836259
2002,"MALE",7,2178,402748,0.005407848083665
2002,"MALE",3,1255,1403581,0.000894141485243
2003,"FEMALE",3,2698,1458432,0.001849931981744
2003,"FEMALE",2,1202,1183821,0.001015356206723
2003,"FEMALE",1,233,1113177,0.000209310828376
2003,"FEMALE",0,99,1052527,9.4059344795e-05
2003,"FEMALE",4,3727,1495704,0.002491803191005
2003,"FEMALE",5,3959,1037735,0.003815039485032
2003,"FEMALE",7,3013,500372,0.006021519989128
2003,"FEMALE",6,2545,459499,0.00553864099813
2003,"MALE",6,2578,461230,0.005589402250504
2003,"MALE",4,2639,1442771,0.001829119104833
2003,"MALE",2,484,1080715,0.000447851653766
2003,"MALE",3,1410,1409496,0.001000357574622
2003,"MALE",0,116,1104738,0.000105002272031
2003,"MALE",1,163,1161122,0.000140381458623
2003,"MALE",7,2218,371993,0.00596247778856
2003,"MALE",5,3302,988449,0.003340587121844
2004,"FEMALE",5,4691,1106129,0.004240915842546
2004,"FEMALE",0,87,1055703,8.2409541319e-05
2004,"FEMALE",4,4222,1535726,0.002749188331772
2004,"FEMALE",6,3175,494538,0.006420133538777
2004,"FEMALE",3,3159,1465043,0.002156250703904
2004,"FEMALE",2,1371,1214871,0.001128514879357
2004,"FEMALE",7,3466,501013,0.006917984164083
2004,"FEMALE",1,260,1129731,0.000230143281896
2004,"MALE",1,196,1178243,0.000166349386332
2004,"MALE",3,1575,1425547,0.001104839054762
2004,"MALE",0,105,1108359,9.473464825e-05
2004,"MALE",5,4140,1054440,0.003926254694434
2004,"MALE",6,3163,495230,0.006386931324838
2004,"MALE",4,3164,1492406,0.002120066523452
2004,"MALE",7,2684,375313,0.007151364327907
2004,"MALE",2,602,1117617,0.000538646065691
2005,"FEMALE",2,1609,1263761,0.001273183774463
2005,"FEMALE",6,4301,578556,0.007434025401171
2005,"FEMALE",3,3452,1469120,0.002349705946416
2005,"FEMALE",1,297,1154256,0.000257308603983
2005,"FEMALE",5,5707,1197233,0.004766824836936
2005,"FEMALE",0,104,1070613,9.7140610099e-05
2005,"FEMALE",7,7156,670864,0.010666841565503
2005,"FEMALE",4,5004,1567490,0.003192364863571
2005,"MALE",4,3786,1527660,0.00247830014532
2005,"MALE",5,5221,1142649,0.004569207166855
2005,"MALE",6,4240,566823,0.007480289261374
2005,"MALE",2,715,1179446,0.000606216817048
2005,"MALE",1,226,1204037,0.000187701872949
2005,"MALE",3,1822,1440151,0.001265145113255
2005,"MALE",7,5239,494439,0.01059584701045
2005,"MALE",0,129,1122397,0.000114932595151
2006,"FEMALE",0,99,1069133,9.2598395148e-05
2006,"FEMALE",1,306,1152492,0.000265511604418
2006,"FEMALE",5,6019,1231679,0.004886825219882
2006,"FEMALE",4,5218,1549443,0.003367661798465
2006,"FEMALE",8,5866,348150,0.016849059313514
2006,"FEMALE",2,1710,1292286,0.001323236497184
2006,"FEMALE",6,5201,655816,0.007930578088976
2006,"FEMALE",7,4974,444783,0.011182981363946
2006,"FEMALE",3,3582,1456332,0.002459603991397
2006,"MALE",3,1843,1424704,0.001293602039441
2006,"MALE",2,715,1208751,0.000591519676095
2006,"MALE",5,5573,1174400,0.004745401907356
2006,"MALE",0,128,1121487,0.000114134180779
2006,"MALE",1,272,1203119,0.000226079049537
2006,"MALE",8,2854,204287,0.013970541444144
2006,"MALE",4,3824,1507096,0.002537330070546
2006,"MALE",7,4222,363690,0.011608787703813
2006,"MALE",6,5060,631396,0.008013988051872
2007,"FEMALE",6,5841,712648,0.008196192229543
2007,"FEMALE",8,5946,353836,0.016804395256559
2007,"FEMALE",5,6149,1260482,0.00487829258966
2007,"FEMALE",3,3518,1438788,0.002445113526106
2007,"FEMALE",2,1732,1299467,0.001332854162514
2007,"FEMALE",1,326,1133558,0.000287590048325
2007,"FEMALE",0,117,1055954,0.000110800281072
2007,"FEMALE",7,5379,435394,0.012354327344887
2007,"FEMALE",4,4980,1510820,0.003296223243007
2007,"MALE",4,3882,1470857,0.002639277645617
2007,"MALE",1,266,1183019,0.000224848459745
2007,"MALE",5,5630,1194786,0.004712140918959
2007,"MALE",6,5568,673410,0.008268365483138
2007,"MALE",8,3062,206241,0.014846708462429
2007,"MALE",2,761,1230726,0.000618334218989
2007,"MALE",3,1869,1410424,0.001325133435052
2007,"MALE",7,4406,354731,0.012420679331662
2007,"MALE",0,148,1104914,0.000133947076424
2008,"FEMALE",0,97,982297,9.8748138292e-05
2008,"FEMALE",2,1648,1216654,0.001354534649949
2008,"FEMALE",5,6142,1203014,0.005105509994064
2008,"FEMALE",4,4907,1399345,0.003506640606855
2008,"FEMALE",1,349,1057284,0.000330091063517
2008,"FEMALE",8,6873,363313,0.018917572451302
2008,"FEMALE",6,6203,738375,0.008400880311494
2008,"FEMALE",7,5847,440458,0.013274818484395
2008,"FEMALE",3,3236,1334883,0.002424182493896
2008,"MALE",3,1820,1316994,0.001381934921495
2008,"MALE",8,3590,213145,0.016842994205822
2008,"MALE",5,5913,1149563,0.005143693734053
2008,"MALE",0,133,1028105,0.000129364218635
2008,"MALE",2,741,1160806,0.000638349560563
2008,"MALE",1,238,1104947,0.000215394946544
2008,"MALE",4,3766,1371897,0.002745104042067
2008,"MALE",7,4799,358401,0.013390029603712
2008,"MALE",6,6139,691324,0.008880062025909
2009,"FEMALE",6,7114,813384,0.008746176467695
2009,"FEMALE",1,304,977150,0.000311108836923
2009,"FEMALE",5,5943,1161379,0.005117192578822
2009,"FEMALE",3,3167,1212983,0.002610918702075
2009,"FEMALE",8,7436,391057,0.01901513078656
2009,"FEMALE",2,1535,1073535,0.001429855570614
2009,"FEMALE",0,110,890768,0.000123488944371
2009,"FEMALE",7,6881,496737,0.013852400767408
2009,"FEMALE",4,4547,1294362,0.003512927604487
2009,"MALE",4,3636,1262936,0.002879005745342
2009,"MALE",2,692,1014491,0.000682115464799
2009,"MALE",5,5967,1107709,0.005386793824009
2009,"MALE",6,6988,750612,0.009309736588277
2009,"MALE",1,253,1019661,0.000248121679656
2009,"MALE",8,4290,237275,0.018080286587293
2009,"MALE",3,1686,1182971,0.001425225132315
2009,"MALE",7,5903,411320,0.014351356607993
2009,"MALE",0,124,931031,0.000133185683398
2010,"FEMALE",0,95,818113,0.000116120878167
2010,"FEMALE",8,7130,407282,0.017506297847682
2010,"FEMALE",5,5435,1128136,0.004817681556124
2010,"FEMALE",4,4156,1220581,0.003404935846125
2010,"FEMALE",2,1331,990489,0.00134378069822
2010,"FEMALE",1,285,910484,0.000313020327649
2010,"FEMALE",6,7333,875774,0.008373164766252
2010,"FEMALE",7,6906,540288,0.012782071783937
2010,"FEMALE",3,2717,1131688,0.00240083839362
2010,"MALE",3,1481,1102895,0.00134282955313
2010,"MALE",1,189,949531,0.000199045634107
2010,"MALE",5,5824,1077476,0.005405224803151
2010,"MALE",0,130,854155,0.000152197200742
2010,"MALE",8,4294,254020,0.016904180773167
2010,"MALE",2,642,944622,0.000679636934138
2010,"MALE",4,3284,1190511,0.002758479342064
2010,"MALE",7,6071,454404,0.013360357743329
2010,"MALE",6,7394,793303,0.00932052444022
2011,"FEMALE",6,7472,912724,0.008186483537191
2011,"FEMALE",2,1329,1012104,0.001313106163003
2011,"FEMALE",5,5480,1127314,0.004861112343144
2011,"FEMALE",3,2647,1103295,0.002399177010681
2011,"FEMALE",1,271,888851,0.00030488799585
2011,"FEMALE",8,7588,418583,0.018127826500359
2011,"FEMALE",0,101,789627,0.000127908493503
2011,"FEMALE",7,7183,562004,0.012781047821723
2011,"FEMALE",4,4086,1190805,0.003431292277073
2011,"MALE",4,3361,1170005,0.002872637296421
2011,"MALE",8,4449,261891,0.016987983550408
2011,"MALE",5,5953,1084652,0.005488396278253
2011,"MALE",6,7428,817277,0.009088717778672
2011,"MALE",2,691,1005355,0.000687319404588
2011,"MALE",1,225,927170,0.000242673943289
2011,"MALE",3,1516,1091041,0.001389498653121
